OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
67096,SPEEDWAY #6997,I-95/US-301,Fayetteville,NC,63,3.39566666,35.060455,-78.846726
67097,SPEEDWAY #8298,SR-11/SR-55,Kinston,NC,205,3.353,35.283815,-77.592191
67101,SPEEDWAY #7974,US-601 & SR-24/SR-27,Midland,NC,46,3.429,36.309177,-80.716358
67103,SPEEDWAY #8225,US-13/US-17 & US-64,Williamston,NC,205,3.849,49.099564,1.970561
67106,PILOT TRAVEL CENTER #4656,"I-295, EXIT 3-A & US-460",Disputanta,VA,180,3.57233333,34.4733114,-85.5976635
67107,SPEEDWAY/7fleet #4595,US-501 & SR-544,Conway,SC,205,3.089,36.5883581,-78.897982
67108,SPEEDWAY/7fleet #4594,SR-90,Longs,SC,205,3.309,33.828797,-78.893124
67109,SPEEDWAY #4676,US-13/SR-32,Suffolk,VA,130,3.799,36.69316,-76.608015
67113,COLUMBUS WEST TRAVEL CENTER,"US-151, EXIT 118",Columbus,WI,420,3.119,43.334991,-89.029988
67114,SPEEDWAY #1415,"I-57, EXIT 306 & US-45/US-52",Kankakee,IL,280,3.379,30.208407,-91.825362
67114,SPEEDWAY #1415,"I-57, EXIT 306 & US-45/US-52",Kankakee,IL,280,3.339,30.208407,-91.825362
67115,CIRCLE K #3912,"I-24/SR-27, EXIT 155 & SR-28",Jasper,TN,285,2.889,30.208407,-91.825362
67117,MCCLURE OIL #65,US-31 & SR-38,Cicero                                  ,IN,375,3.889,34.6108281,-86.9753358
67118,ABELS QUIK SHOP #20,US-36 & CR-437,Hannibal,MO,540,3.06566666,40.3150385,-105.4038411
67119,EASTWAY TRUCKSTOP,SR-80,Somerset,KY,410,3.599,37.113456,-84.9681
67120,LOVES TRAVEL STOP #379,"I-10 & CR 255, EXIT 262 SW",Lee,FL,20,3.789,33.6482061,73.0369194
67121,BETTY BEAVERS TRUCKSTOP,"I-88, EXIT 12 & CR-48",Otego                                   ,NY,12,3.819,43.2816733,-70.9801178
67122,WORKMANS TRAVEL CENTER,"I-540, EXIT 24 & SR-282",Alma,AR,735,3.37233333,28.5963662,-81.3166151
67125,LOVES TRAVEL STOP #370,I-80 EXIT 234,Hubbard,OH,573,3.46566666,41.168276,-80.567964
67126,PILOT TRAVEL CENTERS #366,"I-40, EXIT 85 CHRISTMASVILLE RD",Jackson,TN,435,3.509,35.779906,-88.737633
67127,LOVES TRAVEL STOP #381,"I-65, EXIT 322 & CR-55",Falkville,AL,615,3.849,30.208407,-91.825362
67129,PILOT TRAVEL CENTER #920,"I-70, EXIT 54",Colby,KS,525,3.634,39.384789,-101.04812
67129,PILOT TRAVEL CENTERS #920,"I-70, EXIT 54",Colby,KS,525,3.649,39.384789,-101.04812
67130,Pilot Travel Centers #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.499,30.208407,-91.825362
67130,Pilot Travel Centers #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.359,30.208407,-91.825362
67130,Pilot Travel Center #473,"I-55, EXIT 248 & US-6",Channahon                               ,IL,290,3.459,30.208407,-91.825362
